node,out_burst,in_burst,ping_pong,repetition,convey,weakly_connected
2702,0.6666666666666666,0.6538461538461539,0.6666666666666666,0.0,0.8571428571428571,0.6666666666666666
2703,0.8,0.8333333333333334,0.0,0.0,1.0,1.0
2704,0.6666666666666666,0.8,1.0,0.0,1.0,1.0
2705,1.0,0.8333333333333334,1.0,0.0,0.0,1.0
2706,0.0,0.0,0.0,0.0,0.0,0.0
2707,0.0,0.0,0.0,0.0,0.0,0.0
2708,0.0,0.0,0.0,0.0,0.0,0.0
2709,0.0,0.0,0.0,0.0,0.0,0.0
2712,0.8,0.8333333333333334,1.0,0.0,1.0,0.8333333333333334
2717,0.75,0.8,1.0,0.0,1.0,0.8
2718,0.75,0.7142857142857143,0.0,0.0,1.0,0.6666666666666666
4766,0.0,0.0,0.0,0.0,0.0,0.0
672,0.0,1.0,1.0,0.0,0.0,0.0
2721,0.7272727272727273,0.45454545454545453,0.0,0.0,1.0,0.5384615384615384
2722,0.0,1.0,0.0,0.0,0.0,0.0
2720,0.631578947368421,0.6,1.0,0.0,1.0,0.7647058823529411
2737,0.8,0.8,1.0,0.0,0.8,0.8
2738,0.8,0.7272727272727273,1.0,0.0,1.0,0.8
708,0.0,0.0,1.0,0.0,0.0,0.0
713,0.0,0.0,0.0,0.0,0.0,0.0
730,0.0,1.0,0.0,0.0,0.0,0.0
4833,0.4444444444444444,0.48148148148148145,0.26582278481012656,0.0,0.45161290322580644,0.48148148148148145
4852,0.0,0.0,0.5714285714285714,0.0,0.0,0.0
779,1.0,1.0,0.36363636363636365,0.0,1.0,1.0
787,1.0,1.0,0.0,0.0,0.0,0.0
832,0.9142857142857143,0.928,0.38738738738738737,0.0,0.9308176100628931,0.9032258064516129
856,0.6875,1.0,0.75,0.0,1.0,1.0
4965,0.8,1.0,0.75,0.0,1.0,1.0
4966,1.0,0.0,1.0,0.0,0.0,0.0
4967,1.0,1.0,1.0,0.0,0.0,1.0
4996,0.0,0.0,1.0,0.0,0.0,0.0
905,0.11858006042296072,0.16541353383458646,0.0948782535684299,0.0,0.10915492957746478,0.16024340770791076
906,1.0,1.0,0.25,0.0,1.0,0.0
908,0.6049382716049383,0.8153846153846154,0.5555555555555556,0.0,0.7619047619047619,0.734375
2962,0.32142857142857145,0.203125,0.3,0.0,0.38461538461538464,0.25806451612903225
5014,1.0,1.0,0.75,0.0,1.0,1.0
5021,1.0,0.0,1.0,0.0,0.0,1.0
5027,1.0,1.0,1.0,0.0,1.0,1.0
2992,1.0,1.0,0.5,0.0,0.0,1.0
5066,0.31746031746031744,0.2975206611570248,0.0625,0.0,0.3559322033898305,0.18253968253968253
5067,0.40707964601769914,0.4166666666666667,0.3333333333333333,0.0,0.4915254237288136,0.42735042735042733
5068,0.40707964601769914,0.4166666666666667,0.3333333333333333,0.0,0.4915254237288136,0.42735042735042733
5069,0.40707964601769914,0.4166666666666667,0.3333333333333333,0.0,0.4915254237288136,0.42735042735042733
5070,0.40707964601769914,0.4166666666666667,0.3333333333333333,0.0,0.423728813559322,0.46153846153846156
5071,0.3805309734513274,0.375,0.26666666666666666,0.0,0.4067796610169492,0.4017094017094017
5072,0.3805309734513274,0.375,0.26666666666666666,0.0,0.3389830508474576,0.4358974358974359
5077,0.0,0.0,0.0,0.0,0.0,0.0
5083,0.0,0.0,0.0,0.0,0.0,0.0
5106,0.0,0.0,0.0,0.0,0.0,0.0
5107,0.0,0.0,0.0,0.0,0.0,0.0
5108,0.0,0.0,0.0,0.0,0.0,0.0
5109,0.0,0.0,0.0,0.0,0.0,0.0
5110,0.0,0.0,0.0,0.0,0.0,0.0
5111,0.0,0.0,0.0,0.0,0.0,0.0
5112,0.0,0.0,0.0,0.0,0.0,0.0
5113,0.0,0.0,0.0,0.0,0.0,0.0
5114,0.0,0.0,0.0,0.0,0.0,0.0
1018,0.2625482625482625,0.2601626016260163,0.16431095406360424,0.0,0.3559322033898305,0.3063063063063063
5116,0.0,0.0,0.0,0.0,0.0,0.0
1046,1.0,0.0,0.0,0.0,0.0,0.0
5147,0.0,1.0,0.0,0.0,0.0,0.0
5148,0.0,0.0,0.0,0.0,0.0,0.0
1053,0.5769230769230769,0.5333333333333333,0.3008130081300813,0.0,0.5882352941176471,0.631578947368421
5149,0.0,1.0,0.0,0.0,0.0,0.0
5150,0.0,1.0,0.0,0.0,0.0,0.0
5153,0.0,1.0,0.0,0.0,0.0,0.0
5154,0.0,0.0,0.0,0.0,0.0,0.0
5159,0.0,1.0,0.0,0.0,0.0,0.0
5160,0.0,0.0,0.0,0.0,0.0,0.0
5161,0.0,0.0,0.0,0.0,0.0,0.0
5164,0.0,1.0,0.0,0.0,0.0,0.0
5166,0.0,0.0,0.0,0.0,0.0,0.0
5167,0.0,0.0,0.0,0.0,0.0,0.0
5168,0.0,0.0,0.0,0.0,0.0,0.0
5169,0.0,0.0,0.0,0.0,0.0,0.0
5170,0.0,0.0,0.0,0.0,0.0,0.0
5171,0.0,0.0,0.0,0.0,0.0,0.0
5172,0.0,0.0,0.0,0.0,0.0,0.0
5173,0.0,0.0,0.0,0.0,0.0,0.0
5174,0.0,0.0,0.0,0.0,0.0,0.0
5176,0.0,0.0,0.0,0.0,0.0,0.0
5177,0.0,0.0,0.0,0.0,0.0,0.0
5181,0.0,0.0,0.0,0.0,0.0,0.0
5182,0.0,0.0,0.0,0.0,0.0,0.0
5185,0.0,1.0,0.0,0.0,0.0,0.0
5189,0.0,1.0,0.0,0.0,0.0,0.0
5190,0.0,0.0,0.0,0.0,0.0,0.0
5191,0.0,0.0,0.0,0.0,0.0,0.0
5193,0.5116279069767442,0.5753424657534246,0.25,0.0,0.5655737704918032,0.49122807017543857
1098,1.0,0.0,0.6666666666666666,0.0,0.0,1.0
5196,0.0,0.0,0.0,0.0,0.0,0.0
5197,0.5344827586206896,0.6326530612244898,0.2777777777777778,0.0,0.5581395348837209,0.574468085106383
5198,0.5252525252525253,0.625,0.29411764705882354,0.0,0.5949367088607594,0.5
5200,0.5538461538461539,0.6956521739130435,0.16666666666666666,0.0,0.6756756756756757,0.47368421052631576
5201,0.5384615384615384,0.6818181818181818,0.18181818181818182,0.0,0.6764705882352942,0.47058823529411764
5202,0.5384615384615384,0.6818181818181818,0.18181818181818182,0.0,0.696969696969697,0.4444444444444444
5203,0.6551724137931034,0.8888888888888888,0.2222222222222222,0.0,0.7647058823529411,0.6
5204,0.8,0.75,0.0,0.0,0.75,0.5
5205,0.0,1.0,0.0,0.0,0.0,0.0
5207,0.0,0.0,0.0,0.0,0.0,0.0
5209,0.0,0.0,0.0,0.0,0.0,0.0
5210,0.0,0.0,0.0,0.0,0.0,0.0
5222,0.0,0.0,0.0,0.0,0.0,0.0
5223,0.0,0.0,0.0,0.0,0.0,0.0
5225,0.0,0.0,0.0,0.0,0.0,0.0
5230,0.0,0.0,0.0,0.0,0.0,0.0
3193,0.6666666666666666,0.0,0.5,0.0,0.0,0.0
1174,0.0,1.0,0.5,0.0,1.0,0.0
1185,0.8333333333333334,1.0,0.41935483870967744,0.0,1.0,1.0
1201,0.17857142857142858,0.3898305084745763,0.18181818181818182,0.0,0.19047619047619047,0.22666666666666666
1217,0.5483870967741935,0.95,0.5,0.0,0.7777777777777778,0.9259259259259259
1218,1.0,0.0,0.0,0.0,0.0,0.0
1220,0.0,0.0,1.0,0.0,0.0,0.0
3273,0.7391304347826086,1.0,0.5333333333333333,0.0,1.0,1.0
3278,1.0,0.0,0.8,0.0,0.0,1.0
1243,1.0,1.0,0.8333333333333334,0.0,1.0,1.0
1246,0.0,0.0,0.0,0.0,0.0,0.0
1257,0.875,1.0,0.6,0.0,1.0,0.8333333333333334
3314,1.0,1.0,0.6,0.0,1.0,1.0
1268,0.5,0.8333333333333334,0.5882352941176471,0.0,0.5,0.8
1316,0.24553571428571427,0.15873015873015872,0.0875,0.0,0.24324324324324326,0.08620689655172414
1317,0.2208955223880597,0.2692307692307692,0.2046783625730994,0.0,0.3333333333333333,0.3076923076923077
1331,0.5,1.0,0.2,0.0,0.0,0.0
1334,0.19473684210526315,0.27631578947368424,0.1181959564541213,0.0,0.22522522522522523,0.31724137931034485
3397,0.75,1.0,0.7142857142857143,0.0,1.0,1.0
1352,0.19625246548323472,0.21739130434782608,0.1225296442687747,0.0,0.23684210526315788,0.19047619047619047
4747,1.0,1.0,0.0,0.0,0.0,0.0
1363,0.3727598566308244,0.39655172413793105,0.15151515151515152,0.0,0.3617021276595745,0.41935483870967744
1366,0.15217391304347827,0.25,0.25806451612903225,0.0,0.38461538461538464,0.25
1383,0.7154696132596685,0.29310344827586204,0.11392405063291139,0.0,0.275,0.1774193548387097
1386,0.27903225806451615,0.3741935483870968,0.1300639658848614,0.0,0.30952380952380953,0.3567251461988304
1396,0.251685393258427,0.2857142857142857,0.12831858407079647,0.0,0.313953488372093,0.2692307692307692
1443,1.0,0.0,0.0,0.0,0.0,0.0
1487,0.12359550561797752,0.4666666666666667,0.2153846153846154,0.0,0.38461538461538464,0.2857142857142857
1510,0.0,1.0,0.3333333333333333,0.0,1.0,0.0
1543,0.3423076923076923,0.5568181818181818,0.1935483870967742,0.0,0.5904761904761905,0.5357142857142857
1565,0.23191489361702128,0.07769423558897243,0.13043478260869565,0.0,0.4444444444444444,0.11194029850746269
1566,0.22065727699530516,0.5882352941176471,0.26666666666666666,0.0,0.5882352941176471,0.5769230769230769
3649,0.43478260869565216,0.3148148148148148,0.1850828729281768,0.0,0.375,0.3888888888888889
5709,0.0,1.0,0.0,0.0,0.0,0.0
1615,0.7313432835820896,0.4583333333333333,0.2857142857142857,0.0,0.45454545454545453,0.627906976744186
1647,0.0,1.0,0.3333333333333333,0.0,0.0,0.0
1650,0.0,0.0,1.0,0.0,0.0,0.0
1656,0.9485981308411215,0.42857142857142855,0.0851063829787234,0.0,0.25,0.3333333333333333
1671,0.0,0.0,0.0,0.0,0.0,0.0
1686,0.6666666666666666,1.0,0.8571428571428571,0.0,1.0,1.0
1690,0.24489795918367346,0.5,0.4230769230769231,0.0,1.0,0.2
3744,0.2928,0.3932926829268293,0.026143790849673203,0.0,0.6161616161616161,0.3888888888888889
1701,0.0,1.0,0.6153846153846154,0.0,1.0,0.0
1705,0.0,0.0,0.0,0.0,0.0,0.0
3756,0.2777777777777778,0.3201219512195122,0.125,0.0,0.34615384615384615,0.35714285714285715
3757,0.23873873873873874,0.3241590214067278,0.07142857142857142,0.0,0.2692307692307692,0.34065934065934067
3759,0.25188536953242835,0.31212121212121213,0.09090909090909091,0.0,0.25,0.34065934065934067
3760,0.25862068965517243,0.3283582089552239,0.0625,0.0,0.3176470588235294,0.32608695652173914
1752,0.9,0.0,0.5882352941176471,0.0,1.0,0.0
1753,0.8333333333333334,1.0,0.38461538461538464,0.0,1.0,1.0
1769,0.09090909090909091,0.0,0.0,0.0,0.0,0.0
1771,0.7272727272727273,0.8108108108108109,0.33121019108280253,0.0,0.64,0.7777777777777778
1810,0.15278396436525613,0.19817400644468314,0.19572192513368983,0.0,0.1220715166461159,0.4494720965309201
3859,0.0,0.0,0.0,0.0,0.0,0.0
5929,0.0,0.0,0.0,0.0,0.0,0.0
1846,0.7830188679245284,0.2857142857142857,0.16,0.0,0.6,0.7297297297297297
1860,0.2727272727272727,0.4,0.25,0.0,0.4444444444444444,0.42105263157894735
1862,0.0,1.0,0.0,0.0,0.0,0.0
1948,0.36363636363636365,0.25,0.5,0.0,0.42857142857142855,0.25
2017,0.07678571428571429,0.2454212454212454,0.058823529411764705,0.0,0.1896551724137931,0.3835616438356164
2028,0.2374631268436578,0.2695852534562212,0.16792249730893433,0.0,0.2672955974842767,0.2787456445993031
2040,0.6888888888888889,0.75,0.2727272727272727,0.0,1.0,0.7142857142857143
2045,0.2423076923076923,0.23776223776223776,0.17006802721088435,0.0,0.34120734908136485,0.42063492063492064
2046,1.0,0.0,0.4,0.0,0.0,0.0
